,all_skew_diff,1620_skew_diff,FIPS,county,state,Population(2010),Latitude,Longitude
2846,5.4350000000000005,11.46,51111.0,LUNENBURG,VA,12914,36.94575,-78.24231
113,12.365,11.459999999999999,5057.0,HEMPSTEAD,AR,22609,33.72861,-93.6658
336,6.25,11.450000000000001,12086.0,MIAMI-DADE,FL,2496435,25.61049,-80.49904
2809,7.919999999999998,11.45,51035.0,CARROLL,VA,30042,36.73242,-80.72804
800,7.355,11.430000000000001,19077.0,GUTHRIE,IA,10954,41.68357,-94.50127
2839,7.175,11.43,51097.0,KING AND QUEEN,VA,6945,37.72099,-76.89109
2859,5.540000000000001,11.420000000000002,51141.0,PATRICK,VA,18490,36.66732,-80.28614
788,6.905,11.41,19053.0,DECATUR,IA,8457,40.73637,-93.78458
765,10.254999999999999,11.4,19007.0,APPANOOSE,IA,12887,40.74468,-92.87034
2829,9.75,11.399999999999999,51077.0,GRAYSON,VA,15533,36.6563,-81.22533
2168,9.414999999999997,11.3,40129.0,ROGER MILLS,OK,3647,35.70855,-99.74157
2841,6.549999999999999,11.29,51101.0,KING WILLIAM,VA,15935,37.70826,-77.09105
1945,7.965,11.26,37165.0,SCOTLAND,NC,36157,34.84002,-79.47733
158,14.68,11.25,5147.0,WOODRUFF,AR,7260,35.18907,-91.24441
858,5.37,11.21,19193.0,WOODBURY,IA,102172,42.39322,-96.05329
824,6.115,11.2,19125.0,MARION,IA,33309,41.33145,-93.09384
782,10.330000000000002,11.19,19041.0,CLAY,IA,16667,43.07982,-95.14972
2865,8.009999999999998,11.169999999999998,51155.0,PULASKI,VA,34872,37.06338,-80.71344
2812,18.03,11.129999999999999,51041.0,CHESTERFIELD,VA,316236,37.37843,-77.58584
822,7.1,11.1,19121.0,MADISON,IA,15679,41.33062,-94.01518
1904,9.49,11.059999999999999,37083.0,HALIFAX,NC,54691,36.25143,-77.64484
2875,7.734999999999999,11.03,51175.0,SOUTHAMPTON,VA,18570,36.72017,-77.10385
855,7.23,11.010000000000002,19187.0,WEBSTER,IA,38013,42.43439,-94.17915
816,9.084999999999999,11.009999999999998,19109.0,KOSSUTH,IA,15543,43.21247,-94.21398
2892,10.59,10.91,51550.0,CHESAPEAKE,VA,222209,36.67937,-76.30178
789,7.075000000000001,10.879999999999999,19055.0,DELAWARE,IA,17764,42.473,-91.35944
813,11.715,10.86,19103.0,JOHNSON,IA,130882,41.66873,-91.58881
455,8.695,10.780000000000001,13191.0,MCINTOSH,GA,14333,31.48297,-81.37019
481,15.965,10.779999999999998,13245.0,RICHMOND,GA,200549,33.36148,-82.07499
769,6.46,10.77,19015.0,BOONE,IA,26306,42.0386,-93.93913
2292,6.8999999999999995,10.739999999999998,45007.0,ANDERSON,SC,187126,34.51954,-82.63808
809,5.1049999999999995,10.68,19095.0,IOWA,IA,16355,41.68391,-92.05912
121,9.385,10.68,5073.0,LAFAYETTE,AR,7645,33.24066,-93.61164
2576,1.63,10.66,48163.0,FRIO,TX,17217,28.86933,-99.10878
2900,15.465000000000002,10.600000000000001,51630.0,FREDERICKSBURG,VA,24286,38.29927,-77.48665
808,11.430000000000001,10.599999999999998,19093.0,IDA,IA,7089,42.39186,-95.50742
2896,15.969999999999999,10.559999999999999,51595.0,EMPORIA,VA,5927,36.69618,-77.53597
773,5.845,10.530000000000001,19023.0,BUTLER,IA,14867,42.7347,-92.78006
1956,8.08,10.52,37187.0,WASHINGTON,NC,13228,35.84458,-76.57233
102,5.655000000000001,10.510000000000002,5035.0,CRITTENDEN,AR,50902,35.21187,-90.31533
2878,6.525,10.510000000000002,51181.0,SURRY,VA,7058,37.11976,-76.88017
2549,3.4850000000000003,10.5,48109.0,CULBERSON,TX,2398,31.4459,-104.52694
422,7.670000000000002,10.490000000000002,13125.0,GLASCOCK,GA,3082,33.22749,-82.60691
2840,6.1049999999999995,10.469999999999999,51099.0,KING GEORGE,VA,23584,38.27717,-77.1627
1895,9.725000000000001,10.469999999999999,37065.0,EDGECOMBE,NC,56552,35.91705,-77.60265
2919,7.140000000000001,10.43,51775.0,SALEM,VA,24802,37.28533,-80.05524
2889,8.724999999999998,10.319999999999999,51520.0,BRISTOL,VA,17835,36.61695,-82.15756
796,6.37,10.309999999999999,19069.0,FRANKLIN,IA,10680,42.73654,-93.27142
810,12.075000000000001,10.299999999999999,19097.0,JACKSON,IA,19848,42.16428,-90.57459
2882,8.400000000000002,10.260000000000002,51191.0,WASHINGTON,VA,54876,36.74781,-81.95029
836,7.669999999999999,10.25,19149.0,PLYMOUTH,IA,24986,42.73758,-96.21586
2525,9.815,10.19,48061.0,CAMERON,TX,406220,26.10292,-97.47895
2619,7.94,10.17,48249.0,JIM WELLS,TX,40838,27.73351,-98.09081
803,5.55,10.17,19083.0,HARDIN,IA,17534,42.38995,-93.24108
795,7.029999999999999,10.06,19067.0,FLOYD,IA,16303,43.05274,-92.78736
845,5.639999999999999,10.05,19167.0,SIOUX,IA,33704,43.08285,-96.17792
2315,6.71,9.95,45053.0,JASPER,SC,24777,32.43059,-81.02162
2862,8.76,9.92,51147.0,PRINCE EDWARD,VA,23368,37.22488,-78.43295
2820,22.72,9.91,51059.0,FAIRFAX,VA,1081726,38.83374,-77.27611
779,11.145,9.899999999999999,19035.0,CHEROKEE,IA,12072,42.74273,-95.63326
776,5.575,9.89,19029.0,CASS,IA,13956,41.33382,-94.9333
790,9.235,9.77,19057.0,DES MOINES,IA,40325,40.91533,-91.18692
840,4.165,9.73,19157.0,POWESHIEK,IA,18914,41.68452,-92.52288
831,5.08,9.72,19139.0,MUSCATINE,IA,42745,41.48377,-91.11869
2291,10.965000000000002,9.700000000000003,45005.0,ALLENDALE,SC,10419,32.97978,-81.36342
